,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Stream Sport Finland Oy,13.07.2015,
1,Y-tunnus,2699348-5,,
2,Kotipaikka,Nurmijärvi,13.07.2015,
3,Yritysmuoto,Osakeyhtiö,13.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.07.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.07.2015,,
8,Yrityksen tila,Rekisterissä,13.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.04.2020,
11,Yhteystiedot,,03.07.2015,
12,Postiosoite,Karsillantie 1 H  01820  Klaukkala  Suomi,,
13,Puhelin,0505702166,,
14,Sähköposti,info(a)streamsport.fi,,
15,Www,http://www.streamsport.fi,,
