,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lounapuu Oy,14.12.2015,
1,Y-tunnus,2727796-6,,
2,Kotipaikka,Laitila,14.12.2015,
3,Yritysmuoto,Osakeyhtiö,14.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.12.2015,,
6,Viimeisin rekisteröintiajankohta,07.04.2023,07.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,14.12.2015,,
8,Yrityksen tila,Rekisterissä,14.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,14.01.2021,
12,Postiosoite,Kuralankatu 2  20540  Turku  Suomi,,
13,Käyntiosoite,Kuralankatu 2  20540  Turku  Suomi,,
14,Puhelin,050 443 3360,,
15,Sähköposti,lounapuu(a)lounapuu.fi,,
16,Www,http://lounapuu.fi,,
