,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Friitalan Karvarinkodit,21.12.2015,
1,Y-tunnus,2729803-8,,
2,Kotipaikka,Ulvila,21.12.2015,
3,Yritysmuoto,Osakeyhtiö,21.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.12.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2023,17.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.12.2015,,
8,Yrityksen tila,Rekisterissä,21.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.04.2021,
11,Yhteystiedot,,07.12.2015,
12,Postiosoite,Tommilantie 2  28400  Ulvila  Suomi,,
13,Puhelin,"0500 725 113, 050 322 8866",,
14,Sähköposti,karvarinkodit(a)gmail.com,,
15,Www,http://www.karvarinkodit.fi,,
