,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Asianajotoimisto Pello & Co Oy,20.05.2015,
1,Y-tunnus,2691209-1,,
2,Kotipaikka,Helsinki,20.05.2015,
3,Yritysmuoto,Osakeyhtiö,20.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.05.2015,,
6,Viimeisin rekisteröintiajankohta,16.06.2022,16.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.05.2015,,
8,Yrityksen tila,Rekisterissä,20.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.06.2020,
11,Yhteystiedot,,08.07.2019,
12,Postiosoite,Porkkalankatu 7 B  00180  Helsinki  Suomi,,
13,Käyntiosoite,Porkkalankatu 7 B  00180  Helsinki  Suomi,,
14,Puhelin,09 4281 7000,,
15,Faksi,09 494 113,,
16,Sähköposti,toimisto(a)advolex.fi,,
17,Www,http://pelloco.fi,,
