,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Alltvex Oy,20.09.2017,
1,Y-tunnus,2669142-8,,
2,Kotipaikka,Helsinki,12.03.2015,
3,Yritysmuoto,Osakeyhtiö,12.03.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,12.03.2015,,
6,Viimeisin rekisteröintiajankohta,17.02.2023,17.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,12.03.2015,,
8,Yrityksen tila,Rekisterissä,12.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.02.2023,
11,Yhteystiedot,,23.01.2023,
12,Postiosoite,c/o Alltvex Oy  Pursimiehenkatu 29-31 F 316  00150  Helsinki  Suomi,,
13,Käyntiosoite,c/o Alltvex Oy  Pursimiehenkatu 29-31 F 316  00150  Helsinki  Suomi,,
14,Puhelin,0503244050,,
15,Sähköposti,sebastian(a)autovex.fi,,
16,Www,http://www.autovex.fi,,
