,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,OurCnC Oy,21.09.2015,
1,Y-tunnus,2709555-6,,
2,Kotipaikka,Helsinki,21.09.2015,
3,Yritysmuoto,Osakeyhtiö,21.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.09.2015,,
6,Viimeisin rekisteröintiajankohta,12.02.2023,12.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.09.2015,,
8,Yrityksen tila,Rekisterissä,21.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,28.12.2020,
12,Postiosoite,Vuorilinnakkeentie 1 A 3  00430  Helsinki  Suomi,,
13,Käyntiosoite,Vuorilinnakkeentie 1 A 3  00430  Helsinki  Suomi,,
14,Puhelin,0405501415,,
15,Sähköposti,kristian.karimo(a)ourcnc.com,,
16,Www,http://www.ourcnc.com,,
