,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Scandi Process Design Services Oy,08.09.2015,
1,Y-tunnus,2708051-4,,
2,Kotipaikka,Helsinki,08.09.2015,
3,Yritysmuoto,Osakeyhtiö,08.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.09.2015,,
6,Viimeisin rekisteröintiajankohta,17.01.2023,17.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.09.2015,,
8,Yrityksen tila,Rekisterissä,08.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,13.04.2021,
12,Postiosoite,c/o Sofia Helsinki  Sofiankatu 4 C  00170  Helsinki  Suomi,,
13,Käyntiosoite,c/o Sofia Helsinki  Sofiankatu 4 C  00170  Helsinki  Suomi,,
