,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Donatar OY,16.11.2020,
1,Y-tunnus,2708191-2,,
2,Kotipaikka,Nokia,30.09.2015,
3,Yritysmuoto,Osakeyhtiö,30.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.09.2015,,
6,Viimeisin rekisteröintiajankohta,18.06.2021,18.06.2021,
7,Yrityksen tiedot järjestelmässä alkaen,30.09.2015,,
8,Yrityksen tila,Rekisterissä,16.11.2020,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,10.05.2022,
12,Postiosoite,Sorkkalantie 198  33980  Pirkkala  Suomi,,
13,Käyntiosoite,Sorkkalantie 198  33980  Pirkkala  Suomi,,
14,Puhelin,0451976009,,
