,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Camp Land Oy,16.04.2018,
1,Y-tunnus,2700477-3,,
2,Kotipaikka,Jyväskylä,14.08.2015,
3,Yritysmuoto,Osakeyhtiö,14.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.08.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,14.08.2015,,
8,Yrityksen tila,Rekisterissä,14.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,14.10.2021,
12,Postiosoite,c/o Janne Tyynismaa  Myllynsiipi 3 A  40950  Muurame  Suomi,,
