,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Surimo Finance Oy,03.12.2015,
1,Y-tunnus,2726954-4,,
2,Kotipaikka,Helsinki,03.12.2015,
3,Yritysmuoto,Osakeyhtiö,03.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.12.2015,,
6,Viimeisin rekisteröintiajankohta,29.06.2022,29.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.12.2015,,
8,Yrityksen tila,Rekisterissä,03.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.05.2022,
11,Yhteystiedot,,29.06.2022,
12,Postiosoite,Pursimiehenkatu 1 A 1  00120  Helsinki  Suomi,,
13,Käyntiosoite,Pursimiehenkatu 1 A 1  00120  Helsinki  Suomi,,
14,Sähköposti,office(a)confidocapital.com,,
15,Www,http://www.surimo.fi,,
