,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Friska Bin Ab,18.02.2015,
1,Y-tunnus,2669465-3,,
2,Kotipaikka,Maarianhamina,18.02.2015,
3,Yritysmuoto,Osakeyhtiö,18.02.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,18.02.2015,,
6,Viimeisin rekisteröintiajankohta,30.07.2020,30.07.2020,
7,Yrityksen tiedot järjestelmässä alkaen,18.02.2015,,
8,Yrityksen tila,Rekisterissä,18.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.07.2020,
11,Yhteystiedot,,23.01.2015,
12,Postiosoite,Idrottsgatan 10 A  22100  Mariehamn  Suomi,,
13,Puhelin,04573749900,,
14,Sähköposti,info(a)friskabin.ax,,
