,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sitely Oy,16.07.2019,
1,Y-tunnus,2711299-3,,
2,Kotipaikka,Helsinki,13.10.2015,
3,Yritysmuoto,Osakeyhtiö,13.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.10.2015,,
6,Viimeisin rekisteröintiajankohta,13.04.2022,13.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.10.2015,,
8,Yrityksen tila,Rekisterissä,13.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.06.2020,
11,Yhteystiedot,,08.05.2022,
12,Postiosoite,Silkkitehtaantie 5 G  01300  Vantaa  Suomi,,
13,Käyntiosoite,Silkkitehtaantie 5 F  01300  Vantaa  Suomi,,
14,Puhelin,"0402204367, 0402204367",,
15,Sähköposti,asiakaspalvelu(a)sitely.fi,,
16,Www,http://www.sitely.fi,,
