,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Louhinnat Jouni Huvila Oy,25.06.2015,
1,Y-tunnus,2697711-9,,
2,Kotipaikka,Alavus,25.06.2015,
3,Yritysmuoto,Osakeyhtiö,25.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.06.2015,,
6,Viimeisin rekisteröintiajankohta,01.11.2022,01.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.06.2015,,
8,Yrityksen tila,Rekisterissä,25.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,23.06.2015,
12,Postiosoite,Huvilantie 48  63640  Ritola  Suomi,,
13,Käyntiosoite,Huvilantie 48  63640  Ritola  Suomi,,
14,Puhelin,"0405002184, 0405002184",,
15,Sähköposti,louhinta.huvila(a)gmail.com,,
16,Www,http://www.louhinnat.fi,,
