,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Annavalo Oy,13.01.2016,
1,Y-tunnus,2732844-4,,
2,Kotipaikka,Helsinki,13.01.2016,
3,Yritysmuoto,Osakeyhtiö,13.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.01.2016,,
6,Viimeisin rekisteröintiajankohta,16.05.2023,16.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,13.01.2016,,
8,Yrityksen tila,Rekisterissä,13.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.04.2020,
11,Yhteystiedot,,01.09.2019,
12,Postiosoite,Rekipellontie 2  00940  Helsinki  Suomi,,
13,Käyntiosoite,Rekipellontie 2  00940  Helsinki  Suomi,,
14,Puhelin,040 544 8285,,
15,Sähköposti,info(a)annavalo.fi,,
16,Www,http://www.annavalo.fi,,
