,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,X Group Finland Oy,07.01.2019,
1,Y-tunnus,2689386-3,,
2,Kotipaikka,Ylöjärvi,30.11.2016,
3,Yritysmuoto,Osakeyhtiö,28.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.05.2015,,
6,Viimeisin rekisteröintiajankohta,29.06.2022,29.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.05.2015,,
8,Yrityksen tila,Rekisterissä,28.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.09.2020,
11,Yhteystiedot,,13.08.2020,
12,Postiosoite,Ihantie 2 A  33400  Tampere  Suomi,,
13,Käyntiosoite,Ihantie 2 A  33400  Tampere  Suomi,,
