,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Scandinavian Pro Cosmetics Oy Ab,08.12.2015,
1,Y-tunnus,2723707-5,,
2,Kotipaikka,Pori,20.12.2016,
3,Yritysmuoto,Osakeyhtiö,08.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.12.2015,,
6,Viimeisin rekisteröintiajankohta,21.04.2022,21.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.12.2015,,
8,Yrityksen tila,Rekisterissä,08.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,23.03.2022,
12,Postiosoite,Yrjönkatu 4 lh. 2  28100  Pori  Suomi,,
13,Käyntiosoite,Yrjönkatu 4 lh. 2  28100  Pori  Suomi,,
