,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen PK-Luotto Oy,02.11.2015,
1,Y-tunnus,2721112-3,,
2,Kotipaikka,Helsinki,02.11.2015,
3,Yritysmuoto,Osakeyhtiö,02.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.11.2015,,
6,Viimeisin rekisteröintiajankohta,19.03.2023,19.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,02.11.2015,,
8,Yrityksen tila,Rekisterissä,02.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,19.03.2023,
11,Yhteystiedot,,05.12.2019,
12,Postiosoite,PL 63  00811  Helsinki  Suomi,,
13,Puhelin,"0400 293 699, 0400 293 699",,
14,Sähköposti,hakemus(a)pk-luotto.fi,,
15,Www,http://www.pk-luotto.fi,,
