,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,ViitaNordic Oy,22.09.2015,
1,Y-tunnus,2710950-8,,
2,Kotipaikka,Lappajärvi,22.09.2015,
3,Yritysmuoto,Osakeyhtiö,22.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.09.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.09.2015,,
8,Yrityksen tila,Rekisterissä,22.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,13.04.2023,
12,Postiosoite,c/o Baumberger  Ruususentie 6  02400  Kirkkonummi  Suomi,,
13,Puhelin,+358447776981,,
14,Sähköposti,info(a)viitanordic.com,,
15,Www,http://www.viitanordic.com,,
