,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,EHM-Caravan Oy,30.04.2016,
1,Y-tunnus,2730542-9,,
2,Kotipaikka,Hämeenlinna,30.04.2016,
3,Yritysmuoto,Osakeyhtiö,30.04.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.04.2016,,
6,Viimeisin rekisteröintiajankohta,09.07.2022,09.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.04.2016,,
8,Yrityksen tila,Rekisterissä,30.04.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.05.2021,
11,Yhteystiedot,,18.04.2016,
12,Postiosoite,Helsingintie 70  13430  Hämeenlinna  Suomi,,
13,Käyntiosoite,Helsingintie 70  13430  Hämeenlinna  Suomi,,
