,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,New Nepal oy,05.08.2015,
1,Y-tunnus,2701627-2,,
2,Kotipaikka,Espoo,05.08.2015,
3,Yritysmuoto,Osakeyhtiö,05.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.08.2015,,
6,Viimeisin rekisteröintiajankohta,28.04.2022,28.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.08.2015,,
8,Yrityksen tila,Rekisterissä,05.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,13.07.2017,
12,Postiosoite,c/o Ravintola Nepal  Kivenlahdenkatu 1  02320  Espoo  Suomi,,
13,Käyntiosoite,Kivenlahdenkatu 1  02320  Espoo  Suomi,,
14,Puhelin,"093489009, 093489009",,
15,Sähköposti,NewNepal0y(a)gmail.com,,
