,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lean Tools Oy,15.05.2015,
1,Y-tunnus,2688130-1,,
2,Kotipaikka,Muurame,15.05.2015,
3,Yritysmuoto,Osakeyhtiö,15.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.05.2015,,
6,Viimeisin rekisteröintiajankohta,18.11.2022,18.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.05.2015,,
8,Yrityksen tila,Rekisterissä,15.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,04.02.2016,
12,Postiosoite,Vuorenlahdentie 36  40950  Muurame  Suomi,,
13,Puhelin,0456166180,,
