,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Slashter Oy,01.02.2016,
1,Y-tunnus,2737062-6,,
2,Kotipaikka,Jyväskylä,01.02.2016,
3,Yritysmuoto,Osakeyhtiö,01.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.02.2016,,
6,Viimeisin rekisteröintiajankohta,29.04.2023,29.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.02.2016,,
8,Yrityksen tila,Rekisterissä,01.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,11.01.2018,
12,Postiosoite,Koivukatu 9  40630  Jyväskylä  Suomi,,
13,Käyntiosoite,Koivukatu 9  40630  Jyväskylä  Suomi,,
14,Puhelin,0407663716,,
15,Sähköposti,toni.nieminen(a)cutlon.com,,
16,Www,http://www.cutlon.com,,
