,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,CareUp Oy,27.08.2015,
1,Y-tunnus,2704658-6,,
2,Kotipaikka,Pirkkala,27.08.2015,
3,Yritysmuoto,Osakeyhtiö,27.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.08.2015,,
6,Viimeisin rekisteröintiajankohta,18.05.2022,18.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.08.2015,,
8,Yrityksen tila,Rekisterissä,27.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.09.2021,
11,Yhteystiedot,,07.09.2021,
12,Postiosoite,c/o CareUp Oy  Mansikkatie 26  94830  Kemi  Suomi,,
13,Www,http://www.careup.fi,,
