,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Finneco Solutions Oy,05.02.2015,
1,Y-tunnus,2667758-9,,
2,Kotipaikka,Raisio,05.02.2015,
3,Yritysmuoto,Osakeyhtiö,05.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.02.2015,,
6,Viimeisin rekisteröintiajankohta,25.08.2022,25.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.02.2015,,
8,Yrityksen tila,Rekisterissä,05.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,06.09.2016,
12,Postiosoite,Isännänkuja 2 B 7  21280  Raisio  Suomi,,
13,Käyntiosoite,Isännänkuja 2 B 7  21280  Raisio  Suomi,,
