,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jyväsklapi Oy,29.04.2015,
1,Y-tunnus,2686604-8,,
2,Kotipaikka,Jyväskylä,29.04.2015,
3,Yritysmuoto,Osakeyhtiö,29.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.04.2015,,
6,Viimeisin rekisteröintiajankohta,08.02.2023,08.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.04.2015,,
8,Yrityksen tila,Rekisterissä,29.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,03.03.2021,
12,Postiosoite,c/o Jyväsklapi Oy  Sepänrinne 2  41310  Leppävesi  Suomi,,
13,Käyntiosoite,c/o Jyväsklapi Oy  Sepänrinne 2  41310  Leppävesi  Suomi,,
14,Puhelin,050 3465 723,,
