,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Kokkolan Kaarlelankatu 68,12.02.2015,
1,Y-tunnus,2668743-7,,
2,Kotipaikka,Kokkola,12.02.2015,
3,Yritysmuoto,Osakeyhtiö,12.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.02.2015,,
6,Viimeisin rekisteröintiajankohta,03.09.2021,03.09.2021,
7,Yrityksen tiedot järjestelmässä alkaen,12.02.2015,,
8,Yrityksen tila,Rekisterissä,12.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.06.2020,
11,Yhteystiedot,,22.10.2021,
12,Postiosoite,c/o Hoivatilat Oyj  Kasarmintie 21  90130  Oulu  Suomi,,
