,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vietnomnom Oy,08.01.2016,
1,Y-tunnus,2732878-6,,
2,Kotipaikka,Espoo,08.01.2016,
3,Yritysmuoto,Osakeyhtiö,08.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.01.2016,,
6,Viimeisin rekisteröintiajankohta,11.02.2023,11.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.01.2016,,
8,Yrityksen tila,Rekisterissä,08.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.06.2021,
11,Yhteystiedot,,15.06.2021,
12,Postiosoite,c/o Ravintola Onam  Mannerheimintie 20 C  00100  Helsinki  Suomi,,
13,Käyntiosoite,Mannerheimintie 20 C  00100  Helsinki  Suomi,,
