,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JärkiLämpö Oy,13.05.2019,
1,Y-tunnus,2720439-6,,
2,Kotipaikka,Ylivieska,02.11.2015,
3,Yritysmuoto,Osakeyhtiö,02.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.11.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.11.2015,,
8,Yrityksen tila,Rekisterissä,02.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.11.2019,
11,Yhteystiedot,,17.02.2021,
12,Postiosoite,Korjaamontie 22  84100  Ylivieska  Suomi,,
13,Puhelin,"0442388266, 0442388266",,
14,Sähköposti,info(a)jarkilampo.fi,,
15,Www,http://www.jarkilampo.fi,,
