,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,GM Geomalli Oy,18.02.2015,
1,Y-tunnus,2672964-1,,
2,Kotipaikka,Vantaa,18.02.2015,
3,Yritysmuoto,Osakeyhtiö,18.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.02.2015,,
6,Viimeisin rekisteröintiajankohta,28.01.2023,28.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,18.02.2015,,
8,Yrityksen tila,Rekisterissä,18.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,01.01.2020,
12,Postiosoite,Pilliketie 1 C  04330  Lahela  Suomi,,
13,Käyntiosoite,Pilliketie 1 C  04330  Lahela  Suomi,,
14,Puhelin,"0505396080, 0505396080",,
15,Sähköposti,ossi.halonen(a)geomalli.fi,,
16,Www,http://www.geomalli.fi,,
