,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Varpula Riimit Oy,21.01.2016,
1,Y-tunnus,2734093-7,,
2,Kotipaikka,Seinäjoki,21.01.2016,
3,Yritysmuoto,Osakeyhtiö,21.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.01.2016,,
6,Viimeisin rekisteröintiajankohta,29.04.2023,29.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.01.2016,,
8,Yrityksen tila,Rekisterissä,21.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,08.06.2022,
12,Postiosoite,Auratie 3  60550  Nurmo  Suomi,,
13,Puhelin,0401460388,,
14,Sähköposti,varpula(a)riimit.fi,,
15,Www,http://riimit.fi,,
