,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Meru Health Oy,13.10.2016,
1,Y-tunnus,2739420-6,,
2,Kotipaikka,Helsinki,04.02.2016,
3,Yritysmuoto,Osakeyhtiö,04.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.02.2016,,
6,Viimeisin rekisteröintiajankohta,02.06.2023,02.06.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.02.2016,,
8,Yrityksen tila,Rekisterissä,04.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.03.2023,
11,Yhteystiedot,,27.01.2022,
12,Postiosoite,Fredrikinkatu 63a C 302  00100  Helsinki  Suomi,,
13,Käyntiosoite,Fredrikinkatu 63a C 302  00100  Helsinki  Suomi,,
14,Puhelin,+35840 0178986,,
15,Sähköposti,info(a)meruhealth.com,,
16,Www,http://www.meruhealth.com,,
