,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kallantien Autohuolto Oy,14.10.2015,
1,Y-tunnus,2715141-5,,
2,Kotipaikka,Kuopio,14.10.2015,
3,Yritysmuoto,Osakeyhtiö,14.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.10.2015,,
6,Viimeisin rekisteröintiajankohta,06.04.2023,06.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,14.10.2015,,
8,Yrityksen tila,Rekisterissä,14.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.06.2022,
11,Yhteystiedot,,01.10.2015,
12,Postiosoite,Kallantie 7  70340  Kuopio  Suomi,,
13,Käyntiosoite,Kallantie 7  70340  Kuopio  Suomi,,
14,Puhelin,"0405967446, 0405967446",,
15,Sähköposti,visa.aallosvirta(a)luukku.com,,
