,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Meander Rakennuttaja Oy,08.09.2021,
1,Y-tunnus,2725345-4,,
2,Kotipaikka,Helsinki,08.09.2021,
3,Yritysmuoto,Osakeyhtiö,08.09.2021,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.11.2015,,
6,Viimeisin rekisteröintiajankohta,18.08.2022,18.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.11.2015,,
8,Yrityksen tila,Rekisterissä,23.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.12.2021,
11,Yhteystiedot,,10.03.2023,
12,Postiosoite,c/o Newil and Bau Oy  Pohjoinen Makasiinikatu 6 A 10  00130  Helsinki  Suomi,,
