,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Veimart Oy,25.09.2015,
1,Y-tunnus,2712062-7,,
2,Kotipaikka,Kempele,25.09.2015,
3,Yritysmuoto,Osakeyhtiö,25.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.09.2015,,
6,Viimeisin rekisteröintiajankohta,26.07.2022,26.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.09.2015,,
8,Yrityksen tila,Rekisterissä,25.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,04.11.2016,
12,Postiosoite,Takatie 6  90440  Kempele  Suomi,,
13,Käyntiosoite,Takatie 6  90440  Kempele  Suomi,,
14,Puhelin,0408402300,,
