,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ilka Service Oy,29.06.2015,
1,Y-tunnus,2696629-2,,
2,Kotipaikka,Lohja,29.06.2015,
3,Yritysmuoto,Osakeyhtiö,29.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.06.2015,,
6,Viimeisin rekisteröintiajankohta,10.11.2022,10.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.06.2015,,
8,Yrityksen tila,Rekisterissä,29.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.08.2019,
11,Yhteystiedot,,16.06.2015,
12,Postiosoite,Anttiinintie 12 B  08700  Lohja  Suomi,,
13,Käyntiosoite,Anttiinintie 12 B  08700  Lohja  Suomi,,
14,Puhelin,0415079636,,
15,Sähköposti,kati.kummunmaki(a)ilkaservice.fi,,
16,Www,http://www.ilkaservice.fi,,
