,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Benefitness Oy,10.08.2015,
1,Y-tunnus,2703408-3,,
2,Kotipaikka,Helsinki,10.08.2015,
3,Yritysmuoto,Osakeyhtiö,10.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.08.2015,,
6,Viimeisin rekisteröintiajankohta,02.02.2022,02.02.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.08.2015,,
8,Yrityksen tila,Rekisterissä,10.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,06.07.2016,
12,Postiosoite,Kauppakartanonkatu 26 F 80  00930  Helsinki  Suomi,,
13,Käyntiosoite,Kauppakartanonkatu 26 F 80  00930  Helsinki  Suomi,,
14,Puhelin,0442370937,,
15,Sähköposti,katri.mannisto(a)beneftness.fi,,
