,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tilitoimisto Karttunen Oy,27.07.2015,
1,Y-tunnus,2701689-7,,
2,Kotipaikka,Tohmajärvi,27.07.2015,
3,Yritysmuoto,Osakeyhtiö,27.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.07.2015,,
6,Viimeisin rekisteröintiajankohta,25.05.2022,25.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.07.2015,,
8,Yrityksen tila,Rekisterissä,27.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,23.07.2015,
12,Postiosoite,Haarajärventie 197  82600  Tohmajärvi  Suomi,,
13,Käyntiosoite,Haarajärventie 197  82600  Tohmajärvi  Suomi,,
14,Puhelin,050-3675582,,
15,Faksi,013-626632,,
16,Sähköposti,karttunenkatariina(a)hotmail.com,,
