,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Forssan Käyttörengas Oy,27.03.2015,
1,Y-tunnus,2680801-6,,
2,Kotipaikka,Forssa,27.03.2015,
3,Yritysmuoto,Osakeyhtiö,27.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.03.2015,,
6,Viimeisin rekisteröintiajankohta,11.06.2022,11.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.03.2015,,
8,Yrityksen tila,Rekisterissä,27.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,10.03.2015,
12,Postiosoite,Rautatienkatu 30  30420  Forssa  Suomi,,
