,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Elämän Vaikeuksiin Apua ja Valistusta Oy,22.07.2021,
1,Y-tunnus,2681695-6,,
2,Kotipaikka,Helsinki,13.04.2015,
3,Yritysmuoto,Osakeyhtiö,13.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.04.2015,,
6,Viimeisin rekisteröintiajankohta,25.08.2022,25.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.04.2015,,
8,Yrityksen tila,Rekisterissä,22.07.2021,
9,Yrityksen tilanne,Selvitystilassa,06.11.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,27.05.2022,
13,Postiosoite,Punapaadentie 2 B  00930  Helsinki  Suomi,,
