,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kasviportaat Oy,11.03.2015,
1,Y-tunnus,2667518-8,,
2,Kotipaikka,Vantaa,11.03.2015,
3,Yritysmuoto,Osakeyhtiö,11.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.03.2015,,
6,Viimeisin rekisteröintiajankohta,12.10.2022,12.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.03.2015,,
8,Yrityksen tila,Rekisterissä,11.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.06.2020,
11,Yhteystiedot,,12.03.2015,
12,Postiosoite,Kunnaankuja 12  01370  Vantaa  Suomi,,
13,Käyntiosoite,Kunnaankuja 12  01370  Vantaa  Suomi,,
14,Puhelin,+358 40 592 7320,,
15,Sähköposti,info(a)plantsteps.com,,
16,Www,http://www.plantsteps.com,,
