,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Eledux Oy,23.03.2015,
1,Y-tunnus,2681822-2,,
2,Kotipaikka,Oulu,23.03.2015,
3,Yritysmuoto,Osakeyhtiö,23.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.03.2015,,
6,Viimeisin rekisteröintiajankohta,25.05.2022,25.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.03.2015,,
8,Yrityksen tila,Rekisterissä,23.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.08.2019,
11,Yhteystiedot,,17.03.2015,
12,Postiosoite,Ritolantie 51  91500  Muhos  Suomi,,
13,Puhelin,0407703982,,
14,Www,http://www.eledux.fi,,
