,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Xmotion oy,24.04.2015,
1,Y-tunnus,2686746-2,,
2,Kotipaikka,Helsinki,24.04.2015,
3,Yritysmuoto,Osakeyhtiö,24.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.04.2015,,
6,Viimeisin rekisteröintiajankohta,13.09.2022,13.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,24.04.2015,,
8,Yrityksen tila,Rekisterissä,24.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.05.2022,
11,Yhteystiedot,,16.05.2022,
12,Postiosoite,PL 1  05831  Hyvinkää  Suomi,,
13,Puhelin,0452383469,,
14,Sähköposti,info(a)xmotion.fi,,
15,Www,http://www.xmotion.fi,,
