,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oy Lonnan Hyväntuulenkeidas Ab,29.04.2015,
1,Y-tunnus,2684751-7,,
2,Kotipaikka,Helsinki,29.04.2015,
3,Yritysmuoto,Osakeyhtiö,29.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.04.2015,,
6,Viimeisin rekisteröintiajankohta,15.06.2022,15.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.04.2015,,
8,Yrityksen tila,Rekisterissä,29.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.05.2022,
11,Yhteystiedot,,02.04.2015,
12,Postiosoite,Kanavaranta 11  00160  Helsinki  Suomi,,
13,Puhelin,09664664,,
14,Sähköposti,lonna(a)fregatti.fi,,
