,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MM Kotkamills Oy,09.08.2021,
1,Y-tunnus,2673676-1,,
2,Kotipaikka,Helsinki,13.02.2015,
3,Yritysmuoto,Osakeyhtiö,09.08.2021,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.02.2015,,
6,Viimeisin rekisteröintiajankohta,26.01.2023,26.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,13.02.2015,,
8,Yrityksen tila,Rekisterissä,13.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,02.03.2016,
12,Postiosoite,PL 62  48101  Kotka  Suomi,,
13,Käyntiosoite,Norskankatu 6  48100  Kotka  Suomi,,
