,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KS Kodit Oy,02.07.2015,
1,Y-tunnus,2697296-7,,
2,Kotipaikka,Turku,02.07.2015,
3,Yritysmuoto,Osakeyhtiö,02.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.07.2015,,
6,Viimeisin rekisteröintiajankohta,13.05.2022,13.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.07.2015,,
8,Yrityksen tila,Rekisterissä,02.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.06.2020,
11,Yhteystiedot,,24.11.2020,
12,Postiosoite,Sirkkalankatu 1 A  20520  Turku  Suomi,,
13,Käyntiosoite,Sirkkalankatu 1 A  20520  Turku  Suomi,,
14,Puhelin,"040 746 9855, 0400 827 629",,
15,Www,http://www.kskodit.fi,,
