,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Innovestor Finance Oy,31.03.2015,
1,Y-tunnus,2682277-4,,
2,Kotipaikka,Helsinki,31.03.2015,
3,Yritysmuoto,Osakeyhtiö,31.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.03.2015,,
6,Viimeisin rekisteröintiajankohta,23.01.2023,23.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,31.03.2015,,
8,Yrityksen tila,Rekisterissä,31.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.01.2023,
11,Yhteystiedot,,11.10.2022,
12,Postiosoite,Annankatu 12  00120  Helsinki  Suomi,,
13,Käyntiosoite,Annankatu 12  00120  Helsinki  Suomi,,
14,Sähköposti,info(a)innovestor.fi,,
15,Www,http://www.innovestorgroup.com,,
