,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sosiaali- ja Terveyspalvelu Silkkitie Oy,23.07.2015,
1,Y-tunnus,2698873-1,,
2,Kotipaikka,Hyvinkää,23.07.2015,
3,Yritysmuoto,Osakeyhtiö,23.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.07.2015,,
6,Viimeisin rekisteröintiajankohta,27.07.2020,27.07.2020,
7,Yrityksen tiedot järjestelmässä alkaen,23.07.2015,,
8,Yrityksen tila,Rekisterissä,23.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.07.2020,
11,Yhteystiedot,,30.11.2020,
12,Postiosoite,Päivälänkatu 16 A 2  05830  Hyvinkää  Suomi,,
13,Käyntiosoite,Päivälänkatu 16 A 2  05830  Hyvinkää  Suomi,,
14,Puhelin,+358503448970,,
15,Sähköposti,arto.haimakainen(a)silkroad.fi,,
16,Www,http://www.silkroad.fi,,
