,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Metsänterä Oy,01.05.2022,
1,Y-tunnus,2736241-5,,
2,Kotipaikka,Jyväskylä,01.05.2022,
3,Yritysmuoto,Osakeyhtiö,01.05.2022,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.01.2016,,
6,Viimeisin rekisteröintiajankohta,07.06.2022,07.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.01.2016,,
8,Yrityksen tila,Rekisterissä,20.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.06.2022,
11,Yhteystiedot,,04.05.2023,
12,Postiosoite,Haukanpesäntie 1 A 3  40740  Jyväskylä  Suomi,,
13,Käyntiosoite,Emännäntie 12 as. 6  40740  Jyväskylä  Suomi,,
14,Puhelin,+358503638269,,
15,Sähköposti,metsantera(a)metsantera.fi,,
16,Www,http://metsantera.fi,,
