,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Carent Oy Ab,28.01.2016,
1,Y-tunnus,2737621-9,,
2,Kotipaikka,Pietarsaari,28.01.2016,
3,Yritysmuoto,Osakeyhtiö,28.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.01.2016,,
6,Viimeisin rekisteröintiajankohta,17.03.2023,17.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,28.01.2016,,
8,Yrityksen tila,Rekisterissä,28.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,16.04.2021,
12,Postiosoite,c/o Carent Oy  Lapinnevankuja 2 A 2  68620  Pietarsaari  Suomi,,
