,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kanavan Panimo Oy,17.12.2015,
1,Y-tunnus,2730886-5,,
2,Kotipaikka,Asikkala,17.12.2015,
3,Yritysmuoto,Osakeyhtiö,17.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.12.2015,,
6,Viimeisin rekisteröintiajankohta,24.12.2022,24.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,17.12.2015,,
8,Yrityksen tila,Rekisterissä,17.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,10.12.2015,
12,Postiosoite,Meijeritie 1  17200  Vääksy  Suomi,,
13,Käyntiosoite,Meijeritie 1  17200  Vääksy  Suomi,,
14,Puhelin,0445242288,,
15,Sähköposti,jukka(a)kanavanpanimo.fi,,
