,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Butterfly NSF III GP Oy,11.01.2016,
1,Y-tunnus,2732824-1,,
2,Kotipaikka,Oulu,11.01.2016,
3,Yritysmuoto,Osakeyhtiö,11.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.01.2016,,
6,Viimeisin rekisteröintiajankohta,18.07.2020,18.07.2020,
7,Yrityksen tiedot järjestelmässä alkaen,11.01.2016,,
8,Yrityksen tila,Rekisterissä,11.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,24.01.2022,
12,Postiosoite,Lapinlahdenkatu 16  00180  Helsinki  Suomi,,
13,Käyntiosoite,Kasarmintie 13  90130  Oulu  Suomi,,
14,Sähköposti,info(a)butterfly.vc,,
15,Www,http://www.butterfly.vc,,
