,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Topris Oy,02.11.2015,
1,Y-tunnus,2720747-4,,
2,Kotipaikka,Helsinki,02.11.2015,
3,Yritysmuoto,Osakeyhtiö,02.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.11.2015,,
6,Viimeisin rekisteröintiajankohta,28.03.2023,28.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,02.11.2015,,
8,Yrityksen tila,Rekisterissä,02.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,25.08.2018,
12,Postiosoite,c/o EAB Group  Kluuvikatu 3  00100  Helsinki  Suomi,,
13,Käyntiosoite,c/o EAB Group  Kluuvikatu 3  00100  Helsinki  Suomi,,
