,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Javel Oy,17.04.2015,
1,Y-tunnus,2680081-5,,
2,Kotipaikka,Lohja,17.04.2015,
3,Yritysmuoto,Osakeyhtiö,17.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.04.2015,,
6,Viimeisin rekisteröintiajankohta,16.03.2022,16.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,17.04.2015,,
8,Yrityksen tila,Rekisterissä,17.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,05.03.2015,
12,Postiosoite,Harvakkalantie 16  08500  Lohja  Suomi,,
13,Käyntiosoite,Teollisuuskatu 8  08150  Lohja  Suomi,,
