,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Almavet Oy,16.02.2015,
1,Y-tunnus,2674198-2,,
2,Kotipaikka,Jyväskylä,16.02.2015,
3,Yritysmuoto,Osakeyhtiö,16.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.02.2015,,
6,Viimeisin rekisteröintiajankohta,09.06.2022,09.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.02.2015,,
8,Yrityksen tila,Rekisterissä,16.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.07.2020,
11,Yhteystiedot,,29.11.2017,
12,Postiosoite,Vasarakatu 19  40320  Jyväskylä  Suomi,,
13,Käyntiosoite,Vasarakatu 19  40320  Jyväskylä  Suomi,,
14,Puhelin,029 1700 165,,
15,Sähköposti,info(a)almavet.fi,,
16,Www,http://www.almavet.fi,,
