,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuotek Oy,09.12.2015,
1,Y-tunnus,2729486-2,,
2,Kotipaikka,Kuopio,09.12.2015,
3,Yritysmuoto,Osakeyhtiö,09.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.12.2015,,
6,Viimeisin rekisteröintiajankohta,04.05.2017,04.05.2017,
7,Yrityksen tiedot järjestelmässä alkaen,09.12.2015,,
8,Yrityksen tila,Rekisterissä,09.12.2015,
9,Yrityksen tilanne,Konkurssissa,04.05.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,14.03.2017,
13,Postiosoite,Taivaanpankontie 1 A  70200  Kuopio  Suomi,,
14,Käyntiosoite,Taivaanpankontie 1 A  70200  Kuopio  Suomi,,
15,Puhelin,0400 350 758,,
16,Sähköposti,kuotekoy(a)gmail.com,,
