,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sunborn International Oy,30.04.2016,
1,Y-tunnus,2726816-2,,
2,Kotipaikka,Turku,30.04.2016,
3,Yritysmuoto,Osakeyhtiö,30.04.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.04.2016,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.04.2016,,
8,Yrityksen tila,Rekisterissä,30.04.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,21.04.2016,
12,Postiosoite,PL 100  20101  Turku  Suomi,,
13,Käyntiosoite,Juhana Herttuan puistokatu 23  20100  Turku  Suomi,,
14,Puhelin,02 44560,,
15,Faksi,02 4454520,,
