,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tupamaalarit Oy,20.04.2015,
1,Y-tunnus,2685743-2,,
2,Kotipaikka,Espoo,20.04.2015,
3,Yritysmuoto,Osakeyhtiö,20.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.04.2015,,
6,Viimeisin rekisteröintiajankohta,06.09.2022,06.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.04.2015,,
8,Yrityksen tila,Rekisterissä,20.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.03.2020,
11,Yhteystiedot,,03.05.2021,
12,Postiosoite,Hankasuontie 4  00390  Helsinki  Suomi,,
13,Käyntiosoite,Hankasuontie 4  00390  Helsinki  Suomi,,
14,Puhelin,"010 349 2970, 010 349 2970",,
15,Sähköposti,asiakaspalvelu(a)tupamaalarit.fi,,
16,Www,http://www.tupamaalarit.fi,,
