,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Promolior Oy,05.11.2015,
1,Y-tunnus,2722325-5,,
2,Kotipaikka,Ilmajoki,10.06.2020,
3,Yritysmuoto,Osakeyhtiö,05.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.11.2015,,
6,Viimeisin rekisteröintiajankohta,28.06.2022,28.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.11.2015,,
8,Yrityksen tila,Rekisterissä,05.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.05.2020,
11,Yhteystiedot,,09.10.2019,
12,Postiosoite,Havuselantie 1  61330  Koskenkorva  Suomi,,
13,Käyntiosoite,Havuselantie 1  61330  Koskenkorva  Suomi,,
14,Puhelin,"044 2398224, 044 2398224",,
15,Sähköposti,office(a)promolior.com,,
16,Www,http://www.promolior.com,,
