,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Toriverkosto Oy,21.12.2015,
1,Y-tunnus,2732000-4,,
2,Kotipaikka,Tampere,21.12.2015,
3,Yritysmuoto,Osakeyhtiö,21.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.12.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2023,11.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.12.2015,,
8,Yrityksen tila,Rekisterissä,21.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.02.2020,
11,Yhteystiedot,,22.02.2021,
12,Postiosoite,Erkkilänkatu 11  33100  Tampere  Suomi,,
13,Käyntiosoite,Erkkilänkatu 11  33100  Tampere  Suomi,,
14,Puhelin,0404184784,,
15,Sähköposti,info(a)toriverkosto.fi,,
16,Www,http://toriverkosto.fi,,
