,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,LKOS Law Office Oy,03.11.2016,
1,Y-tunnus,2666655-6,,
2,Kotipaikka,Helsinki,03.02.2015,
3,Yritysmuoto,Osakeyhtiö,03.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.02.2015,,
6,Viimeisin rekisteröintiajankohta,10.11.2022,10.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.02.2015,,
8,Yrityksen tila,Rekisterissä,03.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.12.2021,
11,Yhteystiedot,,07.02.2019,
12,Postiosoite,Rikhard Nymanin tie 16  00370  Helsinki  Suomi,,
13,Käyntiosoite,c/o LKOS Law Office Oy  Unioninkatu 22  00130  Helsinki  Suomi,,
14,Puhelin,0445168648,,
15,Sähköposti,office(a)lkoslaw.fi,,
16,Www,http://lkoslaw.fi,,
