,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,TMS Power OY,11.02.2016,
1,Y-tunnus,2734786-4,,
2,Kotipaikka,Oulu,11.02.2016,
3,Yritysmuoto,Osakeyhtiö,11.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.02.2016,,
6,Viimeisin rekisteröintiajankohta,25.11.2020,25.11.2020,
7,Yrityksen tiedot järjestelmässä alkaen,11.02.2016,,
8,Yrityksen tila,Rekisterissä,11.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,01.06.2021,
12,Postiosoite,Jaakolantie 9 V 11  90410  Oulu  Suomi,,
13,Käyntiosoite,Jaakolantie 9 V 11  90410  Oulu  Suomi,,
