,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Aarnival Oy,30.12.2015,
1,Y-tunnus,2728948-1,,
2,Kotipaikka,Espoo,30.12.2015,
3,Yritysmuoto,Osakeyhtiö,30.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.12.2015,,
6,Viimeisin rekisteröintiajankohta,16.06.2021,16.06.2021,
7,Yrityksen tiedot järjestelmässä alkaen,30.12.2015,,
8,Yrityksen tila,Rekisterissä,30.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.07.2020,
11,Yhteystiedot,,30.06.2020,
12,Postiosoite,PL 71  02101  Espoo  Suomi,,
13,Käyntiosoite,Mielikinviita 8 D 61  02100  Espoo  Suomi,,
14,Sähköposti,info(a)aarnival.fi,,
15,Www,http://www.aarnival.fi,,
