,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,AJAA Kapital Oy,01.01.2018,
1,Y-tunnus,2680402-3,,
2,Kotipaikka,Riihimäki,30.06.2015,
3,Yritysmuoto,Osakeyhtiö,30.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.06.2015,,
6,Viimeisin rekisteröintiajankohta,31.10.2022,31.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.06.2015,,
8,Yrityksen tila,Rekisterissä,30.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.04.2022,
11,Yhteystiedot,,04.06.2015,
12,Postiosoite,Salpausseläntie 18  11100  Riihimäki  Suomi,,
13,Käyntiosoite,Salpausseläntie 18  11100  Riihimäki  Suomi,,
